customerID,churn_prob,segment
8769-KKTPH,0.11554354421861696,Loyal
5067-XJQFU,0.2563976197694591,Dormant
3957-SQXML,0.018275258582866688,Loyal
5954-BDFSG,0.05578097142576594,Loyal
0434-CSFON,0.5840096564611914,Dormant
1215-FIGMP,0.21031384365930245,Dormant
0526-SXDJP,0.030183231653832035,Loyal
0557-ASKVU,0.0717658617070532,Loyal
5698-BQJOH,0.6661979153654833,At Risk
5122-CYFXA,0.4604938237919998,Dormant
8627-ZYGSZ,0.16777586984216952,Loyal
3410-YOQBQ,0.039372644080804195,Loyal
3170-NMYVV,0.019504594199193596,Loyal
7410-OIEDU,0.43760118033162315,Dormant
2273-QCKXA,0.4068983901131902,Dormant
0731-EBJQB,0.04325875569020897,Loyal
1891-QRQSA,0.06325221030978655,Loyal
8028-PNXHQ,0.013505574191823702,Loyal
5630-AHZIL,0.2130309743008297,Dormant
2673-CXQEU,0.25428774063384774,Dormant
6416-JNVRK,0.07639778268580764,Loyal
5590-ZSKRV,0.153775175168102,Loyal
0191-ZHSKZ,0.21287929966868874,Dormant
3887-PBQAO,0.03240677989848423,Loyal
5919-TMRGD,0.8695080540676239,At Risk
8108-UXRQN,0.288099891047096,Dormant
9191-MYQKX,0.600846411657238,At Risk
9919-YLNNG,0.4080301706105395,Dormant
0318-ZOPWS,0.016828032825577,Loyal
4445-ZJNMU,0.8421195515219091,At Risk
4808-YNLEU,0.05284312594861657,Loyal
1862-QRWPE,0.022072966246990944,Loyal
2796-NNUFI,0.019035931416928328,Loyal
3016-KSVCP,0.16941185913894422,Loyal
4767-HZZHQ,0.30010169056804525,Dormant
2424-WVHPL,0.5358500500619092,Dormant
7233-PAHHL,0.02287427157383683,Loyal
6067-NGCEU,0.2682606702847325,Dormant
9848-JQJTX,0.05462372109680068,Loyal
8637-XJIVR,0.4945704854282359,Dormant
9803-FTJCG,0.020925638964801988,Loyal
0278-YXOOG,0.13322540803567656,Loyal
3212-KXOCR,0.022072966246990944,Loyal
4598-XLKNJ,0.7957010610557873,At Risk
6380-ARCEH,0.39738603655343024,Dormant
3679-XASPY,0.46857731203532277,Dormant
7123-WQUHX,0.11078529688250509,Loyal
5386-THSLQ,0.09349574952191986,Loyal
3192-NQECA,0.10697909520850755,Loyal
6180-YBIQI,0.4215635758723003,Dormant
6728-DKUCO,0.1195112422842271,Loyal
9750-BOOHV,0.060460341548478555,Loyal
8597-CWYHH,0.1433505387157796,Loyal
2848-YXSMW,0.011798885127397669,Loyal
0486-HECZI,0.37722066216871,Dormant
4549-ZDQYY,0.04366204676435934,Loyal
5712-AHQNN,0.4194712380985816,Dormant
4846-WHAFZ,0.472174364809797,Dormant
5256-SKJGO,0.054946318533782464,Loyal
3071-VBYPO,0.5090163875994094,Dormant
9560-BBZXK,0.04181451842482665,Loyal
5299-RULOA,0.7785669007451226,At Risk
8402-OOOHJ,0.018030295939314496,Loyal
9445-ZUEQE,0.2450391006869314,Dormant
1091-SOZGA,0.18967386755314528,Loyal
2928-HLDBA,0.10375338000152204,Loyal
0404-SWRVG,0.6984964983920109,At Risk
6497-TILVL,0.18557351214354983,Loyal
7219-TLZHO,0.1308755927202917,Loyal
4622-YNKIJ,0.03844407567086829,Loyal
4412-YLTKF,0.4371379631581966,Dormant
6734-PSBAW,0.011670676160370397,Loyal
3930-ZGWVE,0.34719686204094846,Dormant
2639-UGMAZ,0.10122454434770775,Loyal
2876-GZYZC,0.6438122056557768,At Risk
6207-WIOLX,0.18253928436229508,Loyal
8587-XYZSF,0.03208994044881946,Loyal
3091-FYHKI,0.8097589360677235,At Risk
2372-HWUHI,0.4870857449364332,Dormant
7799-LGRDP,0.014157390205442086,Loyal
7850-VWJUU,0.23887755444307118,Dormant
3774-VBNXY,0.013469797623710998,Loyal
6217-KDYWC,0.019083161077985255,Loyal
0390-DCFDQ,0.7621016873648659,At Risk
3146-MSEGF,0.017166251129088806,Loyal
4080-OGPJL,0.13919200890684244,Loyal
1095-WGNGG,0.07008819781447645,Loyal
2636-SJDOU,0.057949988044984774,Loyal
1131-QQZEB,0.012167833329246805,Loyal
5716-EZXZN,0.048569008361596354,Loyal
6837-BJYDQ,0.053687323038427694,Loyal
2135-RXIHG,0.6788453703060863,At Risk
6440-DKQGE,0.06541016482605456,Loyal
3466-BYAVD,0.2042366670360415,Dormant
3780-YVMFA,0.23952961006653709,Dormant
3874-EQOEP,0.7242148107743039,At Risk
1679-JRFBR,0.17009300424837825,Loyal
9073-ZZIAY,0.027110894583803016,Loyal
3077-RSNTJ,0.10375338000152204,Loyal
6551-GNYDG,0.5515772031062952,Dormant
9167-APMXZ,0.3781698790758352,Dormant
2749-CTKAJ,0.03872031791451094,Loyal
6371-NZYEG,0.030307864361639403,Loyal
7554-NEWDD,0.026587809069865288,Loyal
8992-VONJD,0.23862392744920735,Dormant
0867-MKZVY,0.35100726005915106,Dormant
4482-EWFMI,0.652601077264559,At Risk
4648-YPBTM,0.05202474903571479,Loyal
2907-ILJBN,0.049479471028230006,Loyal
6345-FZOQH,0.01676185157032249,Loyal
3376-BMGFE,0.621335508228199,At Risk
5997-OPVFA,0.017166251129088806,Loyal
3445-HXXGF,0.5856758947024352,Dormant
1159-WFSGR,0.11763358244153245,Loyal
7654-YWJUF,0.051515404356181835,Loyal
1875-QIVME,0.8008187379361638,At Risk
6727-IOTLZ,0.06286223250261815,Loyal
0691-JVSYA,0.19800278832996784,Loyal
5918-VUKWP,0.03361003415970838,Loyal
1744-JHKYS,0.07665708171711937,Loyal
2656-FMOKZ,0.5504104805741407,Dormant
2070-FNEXE,0.37884609655381435,Dormant
5947-SGKCL,0.6553426138412983,At Risk
3712-PKXZA,0.02415616479802031,Loyal
6317-YPKDH,0.5548299421006011,Dormant
6582-OIVSP,0.5921606495866006,Dormant
9367-WXLCH,0.6227759216259362,At Risk
5524-KHNJP,0.08130520773936878,Loyal
1918-ZBFQJ,0.6787457790826883,At Risk
1024-GUALD,0.7338289407074744,At Risk
4827-USJHP,0.19060572572285409,Loyal
8167-GJLRN,0.4140301729875888,Dormant
0956-SYCWG,0.05794676168644477,Loyal
8017-UVSZU,0.1689523978763681,Loyal
7100-FQPRV,0.042455541331944006,Loyal
2472-OVKUP,0.7751814303844577,At Risk
2984-RGEYA,0.01698987908232893,Loyal
9680-NIAUV,0.025212067350663996,Loyal
2146-EGVDT,0.015646723946894973,Loyal
2604-IJPDU,0.49948629904573544,Dormant
9178-JHUVJ,0.019298445486586976,Loyal
6168-YBYNP,0.4277684797578578,Dormant
7255-SSFBC,0.03847481134608292,Loyal
3645-DEYGF,0.29255868422585607,Dormant
9323-HGFWY,0.14288243394435846,Loyal
8544-GOQSH,0.5099463952012204,Dormant
3363-DTIVD,0.0692857369896484,Loyal
7018-WBJNK,0.521839635229069,Dormant
9142-KZXOP,0.21793301608490318,Dormant
7674-YTAFD,0.09166414618526024,Loyal
6348-SNFUS,0.017725861808789538,Loyal
1285-OKIPP,0.8347294510810506,At Risk
7825-ECJRF,0.5759488098317553,Dormant
1347-KTTTA,0.13018370103090748,Loyal
7841-TZDMQ,0.5637016464297405,Dormant
4195-NZGTA,0.6918182690084269,At Risk
7157-SMCFK,0.016188320386601954,Loyal
4709-LKHYG,0.03624298608944215,Loyal
2504-DSHIH,0.3749179226899033,Dormant
0699-NDKJM,0.1275988573162637,Loyal
9286-BHDQG,0.019558823359262546,Loyal
0230-WEQUW,0.025457291249078463,Loyal
2040-LDIWQ,0.03419882040769397,Loyal
6496-JDSSB,0.5918704067944148,Dormant
9408-SSNVZ,0.6487580540013785,At Risk
4443-EMBNA,0.012167833329246805,Loyal
6469-MRVET,0.28020900739785254,Dormant
0742-MOABM,0.2977253787938738,Dormant
5961-VUSRV,0.049606082095108174,Loyal
6778-JFCMK,0.07858519694876182,Loyal
6341-JVQGF,0.059880185725627165,Loyal
2232-DMLXU,0.6126889874985076,At Risk
4811-JBUVU,0.28780969388202376,Dormant
0945-TSONX,0.030791969473105228,Loyal
2651-ZCBXV,0.15700326029758938,Loyal
3316-UWXUY,0.18076587339532435,Loyal
8937-RDTHP,0.7760034675558878,At Risk
7083-MIOPC,0.011798885127397669,Loyal
1984-GPTEH,0.07665708171711937,Loyal
1251-KRREG,0.5361534671370916,Dormant
0621-JFHOL,0.05908554313976981,Loyal
9903-LYSAB,0.5123331457730035,Dormant
0094-OIFMO,0.7815511941007421,At Risk
9227-UAQFT,0.025310114530191115,Loyal
7301-ABVAD,0.024332551122290286,Loyal
6614-FHDBO,0.03501925220408667,Loyal
7576-ASEJU,0.06618869769291666,Loyal
9058-HRZSV,0.26219540959508386,Dormant
4522-AKYLR,0.33961954643784364,Dormant
0221-WMXNQ,0.4374872178679922,Dormant
0303-UNCIP,0.07543360495011253,Loyal
9947-OTFQU,0.6478376664496939,At Risk
0322-YINQP,0.4803870183282263,Dormant
0959-WHOKV,0.21019432984258246,Dormant
4075-JFPGR,0.12153400136072834,Loyal
4629-NRXKX,0.574217391002314,Dormant
9514-JDSKI,0.7981961625386469,At Risk
3282-ZISZV,0.0879667252295675,Loyal
3675-YDUPJ,0.10682126905738336,Loyal
4111-BNXIF,0.08510924637043492,Loyal
7017-VFHAY,0.055036533854609306,Loyal
6655-LHBYW,0.19847940432093306,Loyal
4959-JOSRX,0.5456935681518357,Dormant
5046-NUHWD,0.23458673605735633,Dormant
7273-TEFQD,0.7165654180274947,At Risk
3606-TWKGI,0.6555684257235165,At Risk
7529-ZDFXI,0.36071797664811783,Dormant
7605-BDWDC,0.024365494323368524,Loyal
1950-KSVVJ,0.19639862132465774,Loyal
0123-CRBRT,0.017004931408612756,Loyal
6292-TOSSS,0.018384695301978348,Loyal
3197-ARFOY,0.5624461743604452,Dormant
6323-AYBRX,0.6884579210231949,At Risk
7014-ZZXAW,0.012035664127568428,Loyal
4385-GZQXV,0.5601658451243811,Dormant
7633-MVPUY,0.031402101841811116,Loyal
6366-ZGQGL,0.584987360911383,Dormant
4716-HHKQH,0.3720980595185268,Dormant
5940-AHUHD,0.7226539207309467,At Risk
6432-TWQLB,0.6591809307446448,At Risk
4484-GLZOU,0.5729059760732277,Dormant
3179-GBRWV,0.14021452652401428,Loyal
8645-KWHJO,0.3530622013634936,Dormant
4130-MZLCC,0.3943517031763959,Dormant
0314-TKOSI,0.16374132392184035,Loyal
8229-MYEJZ,0.25864060548117845,Dormant
2080-SRCDE,0.2737230042336566,Dormant
9577-WJVCQ,0.07788050755306039,Loyal
9512-UIBFX,0.36340417444047574,Dormant
6202-DYYFX,0.1187731554916805,Loyal
3808-HFKDE,0.3081880882595286,Dormant
5583-SXDAG,0.7821976548782217,At Risk
3488-PGMQJ,0.6149891823771242,At Risk
3580-REOAC,0.26446197742146604,Dormant
7534-BFESC,0.41731940679629026,Dormant
3727-OWVYD,0.04809149382451614,Loyal
2294-SALNE,0.07464494705472056,Loyal
4847-TAJYI,0.7608604314274205,At Risk
1563-IWQEX,0.10219165434789503,Loyal
8203-XJZRC,0.24117246157240482,Dormant
6556-DBKZF,0.05389150452434159,Loyal
6851-WEFYX,0.5363059990572808,Dormant
2985-JUUBZ,0.3464396746687118,Dormant
6390-DSAZX,0.7658867933841162,At Risk
0895-LMRSF,0.08709147958729822,Loyal
8098-LLAZX,0.7919867904125085,At Risk
8266-VBFQL,0.6438944243460959,At Risk
8181-YHCMF,0.030348034045277868,Loyal
2240-HSJQD,0.32525553732571616,Dormant
1248-DYXUB,0.018138292864485768,Loyal
0265-EDXBD,0.5019772180836262,Dormant
4115-BNPJY,0.029122806459085885,Loyal
3167-SNQPL,0.4278753057625845,Dormant
4091-TVOCN,0.07042165643627807,Loyal
1098-TDVUQ,0.25144235419025895,Dormant
7277-OZCGZ,0.2708222439121255,Dormant
1557-EMYVT,0.10219003713813121,Loyal
2799-ARNLO,0.6824819864508942,At Risk
7563-BIUPC,0.7199950520700136,At Risk
5027-YOCXN,0.19847940432093306,Loyal
3973-SKMLN,0.012035664127568428,Loyal
2321-OMBXY,0.05729979776437883,Loyal
2840-XANRC,0.5051266222888692,Dormant
6745-JEFZB,0.2926301695256211,Dormant
5020-ZSTTY,0.05683151398213699,Loyal
9880-TDQAC,0.06468707644622296,Loyal
8705-WZCYL,0.607658532379349,At Risk
7102-JJVTX,0.07164262911196118,Loyal
8626-PTQGE,0.025457291249078463,Loyal
4983-CLMLV,0.3616429414874392,Dormant
5701-YVSVF,0.6000640198639473,At Risk
5804-LEPIM,0.652601077264559,At Risk
5697-GOMBF,0.3287858384570673,Dormant
2739-CACDQ,0.40746403400597403,Dormant
9385-EHGDO,0.017835597355881215,Loyal
9498-FIMXL,0.0480035205707512,Loyal
2379-GYFLQ,0.21601758034168583,Dormant
0122-OAHPZ,0.7623146741504822,At Risk
2868-SNELZ,0.6776847092787862,At Risk
4322-RCYMT,0.06292389843507572,Loyal
6680-NENYN,0.25074530459751176,Dormant
2088-IEBAU,0.034805695411988406,Loyal
7982-VCELR,0.3515413152047052,Dormant
1343-EHPYB,0.38800421200305735,Dormant
6035-BXTTY,0.09683937782454292,Loyal
6885-PKOAM,0.017088417146996975,Loyal
7520-HQWJU,0.09829633671121692,Loyal
9639-BUJXT,0.024092863630925058,Loyal
5924-SNGKP,0.03435093996763873,Loyal
0021-IKXGC,0.8108872645461263,At Risk
2034-GDRCN,0.7843617075675511,At Risk
8966-SNIZF,0.01698987908232893,Loyal
6243-OZGFH,0.33945174844628895,Dormant
4654-DLAMQ,0.06942320811060936,Loyal
0513-RBGPE,0.026852811864945574,Loyal
5160-UXJED,0.07730261381898601,Loyal
4115-NZRKS,0.7608604314274205,At Risk
0219-YTZUE,0.7863304175876732,At Risk
0623-IIHUG,0.3973639793159057,Dormant
4572-DVCGN,0.6235974726630097,At Risk
3351-NGXYI,0.2417652570862717,Dormant
8984-EYLLL,0.10579217242030486,Loyal
9057-MSWCO,0.15080163383234335,Loyal
9833-TGFHX,0.12172104725517982,Loyal
9294-TDIPC,0.1308755927202917,Loyal
5229-DTFYB,0.07658570691947686,Loyal
0104-PPXDV,0.06660753560549779,Loyal
5176-LMJXE,0.019035931416928328,Loyal
3583-KRKMD,0.3040582907521359,Dormant
1010-DIAUQ,0.7760480937579484,At Risk
9069-LGEUL,0.13309182761019786,Loyal
7302-ZHMHP,0.1259872814198886,Loyal
9571-EDEBV,0.1009989984602342,Loyal
3520-FJGCV,0.02593038288575971,Loyal
6563-VRERX,0.03426186139532555,Loyal
0259-GBZSH,0.770452327027339,At Risk
6122-EFVKN,0.02735312500503541,Loyal
2805-EDJPQ,0.1533469131861524,Loyal
6862-CQUMB,0.41700151671808117,Dormant
7156-MXBJE,0.07180213248083755,Loyal
6158-HDPXZ,0.6059725140414534,At Risk
9601-BRXPO,0.5606013179583831,Dormant
2863-IMQDR,0.027110894583803016,Loyal
5686-CMAWK,0.13951700465596936,Loyal
5651-CRHKQ,0.08246900375792206,Loyal
6905-NIQIN,0.6560697199517969,At Risk
8204-YJCLA,0.017725861808789538,Loyal
5167-ZFFMM,0.8636466563850406,At Risk
6583-SZVGP,0.25060004626167093,Dormant
4895-TMWIR,0.10219165434789503,Loyal
0533-BNWKF,0.39357728655254204,Dormant
1708-PBBOA,0.0978463390479814,Loyal
8782-LKFPK,0.33814756061840384,Dormant
5522-JBWMO,0.4770827310080966,Dormant
3597-MVHJT,0.43144158648144865,Dormant
9774-NRNAU,0.2161745199186472,Dormant
0224-RLWWD,0.538030677542912,Dormant
9967-ATRFS,0.07127732833692649,Loyal
3951-NJCVI,0.4592094653444467,Dormant
2977-CEBSX,0.024899869811601683,Loyal
0177-PXBAT,0.2936393172170453,Dormant
6599-CEBNN,0.4596576519594692,Dormant
2519-ERQOJ,0.2167208628184375,Dormant
5876-QMYLD,0.03653430032548498,Loyal
2277-AXSDC,0.03361003415970838,Loyal
9442-JTWDL,0.05012989499598028,Loyal
0979-PHULV,0.37329592821163554,Dormant
3067-SVMTC,0.03669843762522046,Loyal
5495-GPSRW,0.020201235779367194,Loyal
7606-BPHHN,0.011670676160370397,Loyal
4742-DRORA,0.10523427213421892,Loyal
0111-KLBQG,0.4280733655791505,Dormant
4800-VHZKI,0.5019410777562947,Dormant
7989-CHGTL,0.4783808263637537,Dormant
0334-GDDSO,0.747444920705633,At Risk
4163-NCJAK,0.03879692850960924,Loyal
5233-AOZUF,0.43081667081161235,Dormant
5973-EJGDP,0.31713760068625735,Dormant
1996-DBMUS,0.19922889347440553,Loyal
7916-VCCPB,0.3287180780964229,Dormant
4686-GEFRM,0.06121495979071993,Loyal
5249-QYHEX,0.01635514529215107,Loyal
0578-SKVMF,0.4830696122416635,Dormant
5564-NEMQO,0.8069015842836388,At Risk
2233-FAGXV,0.13703151525588622,Loyal
5605-IYGFG,0.5201833045528403,Dormant
7663-ZTEGJ,0.14667187471928106,Loyal
3935-TBRZZ,0.03869678265429987,Loyal
8111-BKVDS,0.2366517574394369,Dormant
2055-SIFSS,0.10953787844464481,Loyal
2806-MLNTI,0.342932836903044,Dormant
8734-DKSTZ,0.6168044208486351,At Risk
4360-PNRQB,0.37708773420664804,Dormant
6152-ONASV,0.03669843762522046,Loyal
9063-ZGTUY,0.11378926322722138,Loyal
7781-HVGMK,0.017725861808789538,Loyal
2181-UAESM,0.29965564952312507,Dormant
2957-LOLHO,0.2571234195044255,Dormant
6048-NJXHX,0.02020710581902327,Loyal
2320-SLKMB,0.12466469780225992,Loyal
4980-URKXC,0.034719551720620336,Loyal
4376-KFVRS,0.02593038288575971,Loyal
5886-VLQVU,0.27731079749130066,Dormant
3577-AMVUX,0.4014536001831955,Dormant
0771-WLCLA,0.41525499264395777,Dormant
5628-RKIFK,0.3161731224506812,Dormant
0206-TBWLC,0.19721894711032745,Loyal
2937-FTHUR,0.21877239306719826,Dormant
1910-FMXJM,0.3885957063161264,Dormant
7752-XUSCI,0.409640820505302,Dormant
4110-PFEUZ,0.7548144138057699,At Risk
0732-OCQOC,0.01818624064359065,Loyal
5168-MSWXT,0.7579716443326721,At Risk
1090-ESELR,0.038884436261438615,Loyal
8592-PLTMQ,0.024092863630925058,Loyal
5760-WRAHC,0.0918223560714556,Loyal
8847-GEOOQ,0.08271604949159377,Loyal
0256-LTHVJ,0.4371379631581966,Dormant
4785-FCIFB,0.013469797623710998,Loyal
8313-NDOIA,0.7121826275471719,At Risk
5149-CUZUJ,0.08053952676716397,Loyal
0942-KOWSM,0.03751702764890274,Loyal
4237-CLSMM,0.1263827210870529,Loyal
1452-VOQCH,0.8413945592058147,At Risk
4719-UMSIY,0.10186229998586736,Loyal
6614-VBEGU,0.18511869660112154,Loyal
0880-TKATG,0.7686653784616135,At Risk
3811-VBYBZ,0.8771785025865467,At Risk
1480-BKXGA,0.02593038288575971,Loyal
2996-XAUVF,0.04013319526188977,Loyal
9076-AXYIK,0.07307747613157697,Loyal
5968-XQIVE,0.10640859001952453,Loyal
8896-RAZCR,0.018030295939314496,Loyal
4640-UHDOS,0.2482421442668523,Dormant
4933-IKULF,0.05403235876826847,Loyal
3583-EKAPL,0.6972413059632362,At Risk
1304-BCCFO,0.26511187747617754,Dormant
4104-PVRPS,0.08209865753705158,Loyal
9399-APLBT,0.8413945592058147,At Risk
2359-KMGLI,0.4235900411123417,Dormant
3780-DDGSE,0.2292822859189553,Dormant
4431-EDMIQ,0.1877719454462843,Loyal
0306-JAELE,0.8244246643125931,At Risk
6227-HWPWX,0.32348317534638477,Dormant
0486-LGCCH,0.026234402011455913,Loyal
0447-BEMNG,0.1739201861697976,Loyal
4612-SSVHJ,0.49229058962934547,Dormant
5168-MQQCA,0.17089413429255879,Loyal
5949-XIKAE,0.7067069682073008,At Risk
7971-HLVXI,0.04138425825225213,Loyal
9094-AZPHK,0.7336644525632575,At Risk
3649-JPUGY,0.0260364549201804,Loyal
8372-JUXUI,0.8413945592058147,At Risk
3552-CTCYF,0.09419985743795786,Loyal
6778-YSNIH,0.5886154563242479,Dormant
0388-EOPEX,0.5204507432824625,Dormant
5756-OZRIO,0.050382329113439865,Loyal
6579-JPICP,0.24117246157240482,Dormant
8205-OTCHB,0.14781382935027776,Loyal
4134-BSXLX,0.07206796828323665,Loyal
0505-SPOOW,0.01698987908232893,Loyal
6235-VDHOM,0.5070734976818535,Dormant
7783-YKGDV,0.6909997411493566,At Risk
4374-YMUSQ,0.16907611888527227,Loyal
4513-CXYIX,0.02442655524003853,Loyal
3957-HHLMR,0.04808445687699581,Loyal
7803-XOCCZ,0.1672246033413121,Loyal
5736-YEJAX,0.026173179041974207,Loyal
5609-CEBID,0.594284573138964,Dormant
8981-FJGLA,0.5494988809066894,Dormant
7218-HKQFK,0.7075326439311037,At Risk
4636-QRJKY,0.6235710949148858,At Risk
1135-LMECX,0.34719686204094846,Dormant
4332-MUOEZ,0.12448747680442786,Loyal
8535-SFUTN,0.3313548263177283,Dormant
5956-VKDTT,0.7513485530452108,At Risk
8677-HDZEE,0.3202866278356206,Dormant
2475-MROZF,0.24670432251070948,Dormant
9412-GHEEC,0.3844226057930669,Dormant
3482-ABPKK,0.0373173390673205,Loyal
6705-LXORM,0.5700784964494908,Dormant
0257-ZESQC,0.2170721326569345,Dormant
7531-GQHME,0.10345957645664682,Loyal
5174-ITUMV,0.30983980874172096,Dormant
4109-CYRBD,0.249992626807268,Dormant
0913-XWSCN,0.19537090605586702,Loyal
6825-UYPFK,0.24989575544502887,Dormant
8397-MVTAZ,0.633326862541826,At Risk
0750-EBAIU,0.10951025667281822,Loyal
8606-CIQUL,0.02593038288575971,Loyal
3571-DPYUH,0.11129299002162325,Loyal
7601-GNDYK,0.018030295939314496,Loyal
0356-OBMAC,0.06860748768670469,Loyal
8067-NIOYM,0.019298445486586976,Loyal
1403-GYAFU,0.01698987908232893,Loyal
4234-XTNEA,0.747444920705633,At Risk
1297-VQDRP,0.20680174342816615,Dormant
9282-IZGQK,0.8721035218653918,At Risk
5348-CAGXB,0.6096153920734884,At Risk
0621-HJWXJ,0.17019304616773487,Loyal
5844-QVTAT,0.05215943153096367,Loyal
8905-IAZPF,0.1500819180008543,Loyal
5394-MEITZ,0.02527707035333554,Loyal
6859-QNXIQ,0.02593038288575971,Loyal
2782-LFZVW,0.23920536376012497,Dormant
2866-IKBTM,0.3322996625865743,Dormant
1342-JPNKI,0.6925099421063381,At Risk
2817-NTQDO,0.1596288491033185,Loyal
7129-AZJDE,0.12328605766274274,Loyal
6986-IJDHX,0.40053438069299085,Dormant
2560-PPCHE,0.19712419049748586,Loyal
4676-MQUEA,0.18364074060604968,Loyal
8138-EALND,0.09886294619353617,Loyal
3580-HYCSP,0.028163732258620757,Loyal
1352-HNSAW,0.02593038288575971,Loyal
2075-PUEPR,0.019552963472734525,Loyal
1982-FEBTD,0.019298445486586976,Loyal
5301-GAUUY,0.33980035617144627,Dormant
5791-KAJFD,0.0500439221306053,Loyal
2654-VBVPB,0.32924267488191367,Dormant
1154-HYWWO,0.03671483866307709,Loyal
2501-XWWTZ,0.44477914628475,Dormant
3716-UVSPD,0.4837530441955981,Dormant
6815-ABQFQ,0.3356577678474092,Dormant
7343-EOBEU,0.1682425225733476,Loyal
3701-SFMUH,0.1533243468620468,Loyal
6103-LIANB,0.061727071392995665,Loyal
7319-VENRZ,0.18971668295500285,Loyal
5846-NEQVZ,0.016078866316961652,Loyal
6967-QIQRV,0.20328451665164396,Dormant
5781-RFZRP,0.017061808822642074,Loyal
0939-YAPAF,0.547961881553418,Dormant
0308-IVGOK,0.13443018828328263,Loyal
7293-LSCDV,0.01623119871127595,Loyal
7025-WCBNE,0.03163689742749578,Loyal
5756-JYOJT,0.0823266080835108,Loyal
4710-FDUIZ,0.16837434489909442,Loyal
6030-REHUX,0.46312822335453074,Dormant
9548-LIGTA,0.019527879603630095,Loyal
5150-LJNSR,0.14189244207080462,Loyal
8270-RKSAP,0.5421905420826031,Dormant
6522-YRBXD,0.3764497424184916,Dormant
2640-LYMOV,0.13002266476598778,Loyal
1218-VKFPE,0.40211312202177046,Dormant
3627-FHKBK,0.6481698385205891,At Risk
2865-TCHJW,0.85280781330179,At Risk
1423-BMPBQ,0.24919572331971768,Dormant
2393-DIVAI,0.1682425225733476,Loyal
5192-EBGOV,0.8721035218653918,At Risk
4568-KNYWR,0.031396127306788736,Loyal
8752-IMQOS,0.053687323038427694,Loyal
0742-LAFQK,0.054660628719001104,Loyal
0795-LAFGP,0.02186611804417641,Loyal
0619-OLYUR,0.02593038288575971,Loyal
5512-IDZEI,0.04226386803553955,Loyal
0459-SPZHJ,0.027263472240215372,Loyal
0215-BQKGS,0.2912969266461146,Dormant
9244-ZVAPM,0.5921606495866006,Dormant
0719-SYFRB,0.12139454472984473,Loyal
8208-EUMTE,0.03390048414531543,Loyal
5172-MIGPM,0.29064086230058456,Dormant
1710-RCXUS,0.12896009879124132,Loyal
0374-FIUCA,0.01584217684030899,Loyal
5839-SUYVZ,0.39495162009085805,Dormant
5173-ZXXXL,0.04023233798348367,Loyal
1096-ADRUX,0.08556508224739415,Loyal
2001-MCUUW,0.23038586550235238,Dormant
2731-GJRDG,0.18241430737289446,Loyal
4723-BEGSG,0.016572772074863684,Loyal
6516-NKQBO,0.026041193673741015,Loyal
8672-OAUPW,0.06825007695480811,Loyal
